category,car_name,image_path,description
수소___전기차,디_올_뉴_넥쏘,car_images_all/1_1_디_올_뉴_넥쏘.png,"This car features a modern SUV body type with sleek, balanced proportions. The design includes smooth, flowing surfaces and minimalistic lighting with integrated LED accents. The grill is narrow and horizontal, contributing to a contemporary look. It has stylish, multi-spoke alloy wheels. The color is a neutral beige, offering a sophisticated appearance. Unique elements include the sculpted side panels and a slightly elevated roofline, adding a futuristic touch."
수소___전기차,아이오닉_5,car_images_all/1_2_아이오닉_5.png,"This car features a sleek, modern SUV body type with a balanced, aerodynamic proportion. The surface is smooth with sharp, angular lines adding a dynamic edge. The lighting is minimalist and integrated, likely featuring LED technology. The grill is narrow and horizontal, blending seamlessly with the front design. The wheels are large and sporty with a multi-spoke alloy design. The color is a neutral, metallic shade. Unique elements include the geometric surface treatments and a distinctive rear spoiler, giving it a futuristic appearance."
수소___전기차,코나_Electric,car_images_all/1_3_코나_Electric.png,"This car features a modern SUV body type with sleek, balanced proportions. The surface has sharp, angular lines and smooth curves, creating a dynamic appearance. The lighting includes narrow, contemporary LED strips. The grill is distinctive, with a bold, geometric design. It has stylish, multi-spoke alloy wheels. The color is a metallic blue, adding a modern touch. Unique elements include the sculpted side panels and a futuristic rear spoiler."
수소___전기차,아이오닉_9,car_images_all/1_4_아이오닉_9.png,"This car features a modern SUV body type with a sleek, elongated proportions. The surface is smooth with subtle curves, enhancing aerodynamics. The lighting appears integrated and streamlined, likely LED for a contemporary look. The grill is narrow and horizontal, contributing to a sophisticated front fascia. The wheels are large with a multi-spoke alloy design, adding to the vehicle's dynamic stance. The color is a muted, modern shade of gray. Unique elements include the angular rear window design and the sculpted side panels, giving it a futuristic appearance."
수소___전기차,ST1,car_images_all/1_5_ST1.png,"This is a modern commercial van design featuring a boxy body type with a long cargo area. The proportions are balanced, emphasizing functionality. The surface is smooth with minimal detailing. It has integrated, understated lighting. The grill is compact and unobtrusive. The wheels are simple and utilitarian. The color is a neutral white. Unique elements include the sliding door and rear cargo access, with no distinct futuristic features."
수소___전기차,아이오닉_6,car_images_all/1_6_아이오닉_6.png,"This car features a sleek, modern sedan body type with a low and wide stance, emphasizing sportiness and aerodynamics. The proportions are balanced, with a smooth, flowing surface that enhances its dynamic appearance. The lighting is sharp and integrated, likely featuring LED technology for a contemporary look. The grill is narrow and horizontal, contributing to a streamlined front fascia. The wheels are large with a multi-spoke alloy design, adding to the vehicle's sporty aesthetic. The color is a metallic silver, giving it a sophisticated and futuristic vibe. Unique elements include the smooth, uninterrupted lines and a subtle rear spoiler, adding to its modern and aerodynamic profile."
수소___전기차,포터_II_Electric,car_images_all/1_7_포터_II_Electric.png,"This is a white utility truck with a compact cab and a long, open cargo bed. The proportions are balanced, with a short hood and a boxy cabin. The surface is smooth with minimal detailing. The lighting consists of simple, integrated headlights. The grill is narrow and horizontal. It features alloy wheels and a functional design. There are no unique or futuristic elements; it has a practical, utilitarian appearance."
수소___전기차,포터_II_Electric_특장차,car_images_all/1_8_포터_II_Electric_특장차.png,"This is a commercial van design featuring a boxy, utilitarian body type with a high cargo volume. The proportions are balanced, emphasizing functionality. The surface is smooth with minimal detailing. It has integrated, understated lighting. The grill is simple and narrow, focusing on aerodynamics. The wheels are standard, utilitarian, and compact. The color is a clean white, suggesting a professional or delivery use. Unique elements include the streamlined cab and lack of ornate features, emphasizing practicality over aesthetics."
수소___전기차,2026_캐스퍼_일렉트릭,car_images_all/1_9_2026_캐스퍼_일렉트릭.png,"This SUV features a modern, compact body type with balanced proportions. The design includes smooth, flowing surfaces and sleek, integrated lighting. The grill is prominent and horizontally oriented, complementing the contemporary aesthetic. It has stylish alloy wheels and a neutral color palette. Unique elements include subtle angular lines and a slightly elevated stance, giving it a futuristic yet practical look."
N,아반떼_N,car_images_all/2_1_아반떼_N.png,"This car features a sleek, sporty hatchback body type with dynamic proportions. The surface is smooth with sharp creases adding depth. It has modern, narrow lighting elements. The grill is aggressive and low-profile, complemented by large, black wheels with red accents. The color is a metallic blue, giving it a futuristic look. Unique elements include the aerodynamic rear spoiler and side skirts."
N,아이오닉_5_N,car_images_all/2_2_아이오닉_5_N.png,"This car features a modern hatchback body type with sleek, balanced proportions. The surface is smooth with sharp, angular lines adding dynamic character. The lighting is contemporary, likely incorporating LED technology for a sharp, modern look. The grill is narrow and integrated, enhancing aerodynamics. The wheels are large with a sporty, multi-spoke design. The color is a light blue, giving it a fresh, modern vibe. Unique elements include the contrasting red accents and futuristic wheel design, adding a distinctive flair."
승용,그랜저,car_images_all/3_1_그랜저.png,"This car features a sleek estate body type with a balanced, elongated proportion. The smooth, aerodynamic surface enhances its modern look. Subtle lighting accents are integrated into the design, with a minimalist LED strip at the rear. The grill is narrow and horizontal, contributing to a streamlined front fascia. Large, multi-spoke alloy wheels add to its dynamic appearance. The matte gray color gives it a sophisticated finish. Unique elements include the flush door handles and a distinctive, futuristic taillight design."
승용,그랜저_Hybrid,car_images_all/3_2_그랜저_Hybrid.png,"This car features a sleek estate body type with a balanced, elongated proportion. The smooth, metallic surface has subtle curves and minimalistic lines. The lighting is integrated seamlessly, with slim, modern LED accents. The grill is wide and horizontal, contributing to a sophisticated front fascia. The wheels are large with a multi-spoke design, enhancing the dynamic look. The color is a muted, sophisticated gray. Unique elements include the aerodynamic lines and a futuristic, minimalist aesthetic."
승용,아반떼,car_images_all/3_3_아반떼.png,"This car features a sleek sedan body type with a balanced and aerodynamic proportion. The surface is smooth with subtle curves and creases, enhancing its dynamic appearance. The lighting includes sharp, angular LED headlights and taillights that add a modern touch. The grill is narrow and horizontal, contributing to a contemporary look. It has stylish alloy wheels that complement its sporty vibe. The color is a metallic blue, giving it a sophisticated finish. Unique elements include the sculpted side panels and a distinctive rear spoiler, adding a futuristic flair."
승용,아반떼_Hybrid,car_images_all/3_4_아반떼_Hybrid.png,"This car features a sleek sedan body type with a balanced and aerodynamic proportion. The surface is smooth with sharp creases adding dynamic lines. The lighting includes modern, angular LED headlights and taillights. The grill is narrow and horizontal, enhancing a contemporary look. It has stylish alloy wheels that complement its sporty vibe. The color is a sophisticated dark gray. Unique elements include the sculpted side panels and a subtle rear spoiler, adding a futuristic touch."
승용,쏘나타_디_엣지,car_images_all/3_5_쏘나타_디_엣지.png,"This car features a sleek, modern sedan body type with a balanced and aerodynamic proportion. The surface is smooth with subtle curves, enhancing its streamlined look. The lighting includes sharp, angular LED headlights and taillights that add a contemporary touch. The grill is narrow and integrated, contributing to a cohesive front fascia. It has stylish, multi-spoke alloy wheels that complement its sporty aesthetic. The color is a metallic silver, giving it a sophisticated appearance. Unique elements include the sculpted side panels and a distinctive rear spoiler, adding a futuristic flair."
